Name,Sex,Event,Equipment,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Federation
Lifter 5823,M,SBD,Raw,30.0,78.1,143.1,103.8,187.2,434.1,198.3,USPA
Lifter 5824,M,SBD,Raw,21.0,111.9,214.6,111.9,212.2,538.7,187.9,USAPL
Lifter 5825,M,SBD,Raw,,86.9,136.3,119.8,167.1,423.2,178.4,USPA
Lifter 5826,F,SBD,Raw,41.0,93.5,99.3,62.9,105.2,267.4,106.7,USAPL
Lifter 5827,M,SBD,Single-ply,42.0,105.3,177.0,120.5,213.2,510.7,186.4,USAPL
Lifter 5828,M,SBD,Raw,49.0,114.9,159.2,74.4,140.5,374.1,127.9,IPF
Lifter 5829,F,SBD,Raw,65.0,70.0,40.5,31.9,41.7,114.1,56.6,IPF
Lifter 5830,F,SBD,Wraps,37.0,95.8,107.5,71.2,126.7,305.4,119.7,USPA
Lifter 5831,M,SBD,Raw,35.0,109.0,229.7,126.3,209.4,565.4,201.1,IPF
Lifter 5832,M,SBD,Raw,38.0,52.1,82.9,87.7,113.1,283.7,175.6,IPF
Lifter 5833,M,SBD,Raw,33.0,107.1,156.4,98.3,158.2,412.9,148.8,USAPL
Lifter 5834,M,SBD,Multi-ply,27.0,92.8,182.7,130.5,270.6,583.8,234.3,USPA
Lifter 5835,M,SBD,Multi-ply,,109.7,246.6,129.3,235.9,611.8,216.6,USAPL
Lifter 5836,F,SBD,Raw,35.0,71.8,81.4,54.9,106.5,242.8,118.1,USAPL
Lifter 5837,M,SBD,Raw,53.0,90.8,106.7,89.8,149.7,346.2,141.2,USPA
Lifter 5838,M,SBD,Raw,33.0,111.5,238.1,159.8,203.0,600.9,210.1,USPA
Lifter 5839,M,SBD,Single-ply,44.0,103.0,129.5,95.4,243.2,468.1,173.7,USAPL
Lifter 5840,M,SBD,Raw,50.0,44.0,69.8,55.0,92.7,217.5,152.8,USPA
Lifter 5841,M,SBD,Raw,44.0,109.1,214.5,99.6,248.6,562.7,200.0,USAPL
Lifter 5842,M,SBD,Raw,45.0,113.3,123.9,115.7,196.0,435.6,150.5,USAPL
Lifter 5843,M,SBD,Single-ply,27.0,100.5,166.9,128.2,229.6,524.7,198.4,IPF
Lifter 5844,M,SBD,Raw,34.0,93.4,198.2,98.5,189.4,486.1,194.2,WRPF
Lifter 5845,F,SBD,Raw,25.0,77.1,71.5,61.4,101.1,234.0,107.9,WRPF
Lifter 5846,F,SBD,Raw,31.0,89.6,68.4,56.7,120.2,245.3,101.1,IPF
Lifter 5847,M,SBD,Single-ply,27.0,56.5,124.0,93.9,154.9,372.8,217.1,USPA
Lifter 5848,M,SBD,Single-ply,42.0,77.3,135.8,111.8,192.6,440.2,202.6,WRPF
Lifter 5849,F,SBD,Raw,27.0,56.1,76.0,48.9,67.7,192.6,112.7,IPF
Lifter 5850,F,SBD,Raw,27.0,82.5,88.9,74.0,94.9,257.8,113.0,IPF
Lifter 5851,F,SBD,Raw,36.0,74.2,64.3,75.5,89.3,229.1,108.7,USAPL
Lifter 5852,M,SBD,Raw,23.0,58.6,114.0,84.3,132.7,331.0,187.5,USPA
Lifter 5853,M,SBD,Wraps,63.0,102.8,95.8,65.4,149.8,311.0,115.6,USPA
Lifter 5854,M,SBD,Wraps,34.0,104.1,176.7,101.4,205.7,483.8,178.1,IPF
Lifter 5855,F,SBD,Raw,50.0,62.6,78.3,45.7,70.2,194.2,104.7,WRPF
Lifter 5856,M,SBD,Single-ply,27.0,108.1,187.7,144.3,220.6,552.6,197.8,WRPF
Lifter 5857,M,SBD,Raw,40.0,111.3,171.8,105.8,222.4,500.0,175.1,USAPL
Lifter 5858,M,SBD,Raw,42.0,55.6,106.5,77.8,125.6,309.9,182.6,USAPL
Lifter 5859,M,SBD,Raw,28.0,80.8,152.3,106.4,125.1,383.8,170.9,USPA
Lifter 5860,M,SBD,Single-ply,45.0,134.3,253.5,148.0,165.8,567.3,172.6,USAPL
Lifter 5861,M,SBD,Raw,31.0,110.1,168.5,118.9,211.5,498.9,176.1,USAPL
Lifter 5862,M,SBD,Raw,32.0,101.7,165.6,115.4,139.8,420.8,157.7,USAPL
Lifter 5863,F,SBD,Single-ply,28.0,77.9,90.9,73.1,125.6,289.6,132.5,USPA
Lifter 5864,F,SBD,Raw,45.0,60.2,68.5,39.8,75.5,183.8,102.1,WRPF
Lifter 5865,M,SBD,Raw,39.0,99.7,144.6,94.5,165.1,404.2,153.7,IPF
Lifter 5866,F,SBD,Multi-ply,39.0,58.4,55.6,,109.7,,125.8,IPF
Lifter 5867,F,SBD,Multi-ply,38.0,54.1,59.7,56.0,110.8,226.5,136.3,IPF
Lifter 5868,M,SBD,Single-ply,39.0,63.7,126.2,93.4,154.4,374.0,199.0,USPA
Lifter 5869,M,SBD,Raw,31.0,122.0,203.8,112.4,192.9,509.1,166.4,WRPF
Lifter 5870,M,SBD,Raw,44.0,94.0,167.3,101.5,170.5,439.3,174.6,USPA
Lifter 5871,M,SBD,Raw,29.0,101.0,119.7,107.5,176.0,403.2,151.9,USPA
Lifter 5872,M,SBD,Wraps,39.0,78.3,189.3,109.2,168.4,466.9,212.9,WRPF
Lifter 5873,M,SBD,Single-ply,35.0,77.6,179.3,102.9,137.0,419.2,192.4,IPF
Lifter 5874,M,SBD,Single-ply,32.0,85.4,157.1,136.8,183.5,477.4,203.9,IPF
Lifter 5875,M,SBD,Raw,35.0,87.5,152.4,119.9,152.7,425.0,178.3,USPA
Lifter 5876,M,SBD,Raw,39.0,114.4,117.5,122.9,205.6,446.0,153.0,USPA
Lifter 5877,M,SBD,Raw,44.0,99.7,160.0,97.0,165.1,422.1,160.5,USAPL
Lifter 5878,F,SBD,Raw,37.0,73.8,76.9,54.2,69.5,200.6,95.6,USPA
Lifter 5879,M,SBD,Raw,47.0,62.0,93.7,66.0,126.9,286.6,155.7,USAPL
Lifter 5880,M,SBD,Raw,31.0,110.8,166.3,98.7,209.8,474.8,166.8,USAPL
Lifter 5881,M,SBD,Raw,34.0,112.9,145.9,121.7,198.3,465.9,161.4,USAPL
Lifter 5882,F,SBD,Raw,42.0,55.1,53.7,49.8,73.3,176.8,104.9,USAPL
Lifter 5883,F,SBD,Raw,27.0,63.4,77.8,80.2,67.0,225.0,120.2,USAPL
Lifter 5884,M,SBD,Raw,69.0,93.1,66.0,51.4,87.7,205.1,82.1,IPF
Lifter 5885,M,SBD,Multi-ply,45.0,93.2,153.8,,176.6,,175.2,IPF
Lifter 5886,M,SBD,Wraps,28.0,97.6,165.0,151.7,166.8,483.5,186.8,USAPL
Lifter 5887,M,SBD,Wraps,,113.4,140.5,110.6,134.2,385.3,133.1,IPF
Lifter 5888,F,SBD,Raw,31.0,68.5,76.7,50.2,94.1,221.0,111.4,USAPL
Lifter 5889,M,SBD,Wraps,57.0,109.4,105.8,75.0,126.1,306.9,108.9,USAPL
Lifter 5890,F,SBD,Wraps,44.0,63.7,61.1,50.6,90.2,201.9,107.5,USPA
Lifter 5891,M,SBD,Raw,26.0,102.6,149.5,93.7,210.7,453.9,169.0,IPF
Lifter 5892,M,SBD,Raw,29.0,98.7,112.5,110.0,193.5,416.0,159.4,USPA
Lifter 5893,F,SBD,Wraps,27.0,89.9,97.8,54.1,116.7,268.6,110.4,IPF
Lifter 5894,M,SBD,Wraps,34.0,84.5,107.3,94.6,181.7,383.6,165.2,USAPL
Lifter 5895,F,SBD,Raw,47.0,68.3,56.8,47.0,89.7,193.5,97.7,USPA
Lifter 5896,M,SBD,Raw,54.0,63.7,92.4,61.7,123.4,277.5,147.7,IPF
Lifter 5897,F,SBD,Raw,28.0,74.9,90.7,57.7,81.3,229.7,108.3,USPA
Lifter 5898,M,SBD,Wraps,27.0,93.9,130.9,116.3,233.2,480.4,191.1,IPF
Lifter 5899,M,SBD,Raw,40.0,83.6,148.9,,157.0,,170.1,WRPF
Lifter 5900,F,SBD,Multi-ply,,93.6,76.5,83.0,131.7,291.2,116.1,USPA
Lifter 5901,M,SBD,Single-ply,,106.8,193.9,135.5,208.1,537.5,194.1,USAPL
Lifter 5902,M,SBD,Raw,,65.9,102.7,83.6,107.1,293.4,152.2,WRPF
Lifter 5903,F,SBD,Raw,37.0,76.2,75.6,63.4,102.0,241.0,112.1,WRPF
Lifter 5904,M,SBD,Raw,46.0,114.8,134.1,101.7,187.3,423.1,144.8,IPF
Lifter 5905,F,SBD,Raw,46.0,92.5,101.5,58.8,100.9,261.2,105.1,USAPL
Lifter 5906,M,SBD,Wraps,29.0,44.0,98.4,84.4,101.4,284.2,199.6,USAPL
Lifter 5907,M,SBD,Single-ply,27.0,120.5,204.4,119.2,245.1,568.7,187.6,USAPL
Lifter 5908,M,SBD,Wraps,36.0,92.3,106.5,120.5,210.4,437.4,176.3,IPF
Lifter 5909,M,SBD,Raw,46.0,91.3,102.2,93.0,155.8,351.0,142.6,USPA
Lifter 5910,F,SBD,Raw,29.0,78.6,50.7,72.6,99.1,222.4,101.1,IPF
Lifter 5911,M,SBD,Single-ply,28.0,117.3,261.2,,213.9,,212.0,USAPL
Lifter 5912,M,SBD,Raw,28.0,102.4,161.9,125.2,194.4,481.5,179.5,USAPL
Lifter 5913,M,SBD,Multi-ply,33.0,89.3,154.6,127.1,154.3,436.0,180.1,IPF
Lifter 5914,M,SBD,Multi-ply,20.0,44.0,94.0,85.2,123.3,302.5,212.5,USAPL
Lifter 5915,M,SBD,Single-ply,30.0,82.2,203.1,80.3,202.8,486.2,213.7,USAPL
Lifter 5916,F,SBD,Raw,41.0,48.4,86.5,38.8,81.2,206.5,135.0,WRPF
Lifter 5917,F,SBD,Raw,46.0,87.7,94.9,55.3,107.2,257.4,107.8,WRPF
Lifter 5918,F,SBD,Raw,64.0,94.5,54.0,31.6,68.2,153.8,60.9,IPF
Lifter 5919,M,SBD,Wraps,36.0,108.0,181.2,128.3,159.5,469.0,168.0,USAPL
Lifter 5920,M,SBD,Raw,31.0,123.0,196.9,110.7,215.9,523.5,170.1,IPF
Lifter 5921,M,SBD,Raw,59.0,90.5,148.3,52.8,110.7,311.8,127.5,USAPL
Lifter 5922,F,SBD,Raw,17.0,58.9,68.2,52.1,79.8,200.1,112.9,USAPL
Lifter 5923,M,SBD,Raw,37.0,84.9,148.6,73.7,180.7,403.0,172.9,IPF
Lifter 5924,M,SBD,Raw,,83.2,141.9,115.1,158.6,415.6,181.0,IPF
Lifter 5925,M,SBD,Raw,51.0,123.5,167.9,86.5,177.3,431.7,139.8,IPF
Lifter 5926,F,SBD,Single-ply,25.0,48.5,65.3,45.0,72.4,182.7,119.3,IPF
Lifter 5927,F,SBD,Single-ply,37.0,65.0,97.5,49.3,91.0,237.8,124.7,IPF
Lifter 5928,F,SBD,Raw,27.0,64.9,69.7,54.5,83.3,207.5,108.9,USAPL
Lifter 5929,M,SBD,Raw,23.0,92.1,103.2,117.6,215.0,435.8,175.9,USAPL
Lifter 5930,F,SBD,Multi-ply,29.0,69.1,77.8,58.3,100.1,236.2,118.3,USAPL
Lifter 5931,M,SBD,Wraps,55.0,89.5,88.1,75.7,149.5,313.3,129.2,IPF
Lifter 5932,M,SBD,Single-ply,25.0,102.0,180.0,138.7,198.5,517.2,193.4,WRPF
Lifter 5933,M,SBD,Wraps,33.0,61.9,143.4,95.5,130.9,369.8,201.1,WRPF
Lifter 5934,M,SBD,Raw,45.0,81.1,121.5,79.0,158.1,358.6,159.2,USPA
Lifter 5935,M,SBD,Raw,,88.2,164.7,,178.2,,175.0,WRPF
Lifter 5936,M,SBD,Raw,63.0,95.7,80.3,72.0,106.5,258.8,101.5,USAPL
Lifter 5937,M,SBD,Wraps,36.0,61.0,124.5,77.1,122.8,324.4,178.3,USAPL
Lifter 5938,M,SBD,Single-ply,24.0,100.2,190.0,157.3,140.1,487.4,184.7,USAPL
Lifter 5939,F,SBD,Raw,29.0,61.7,75.3,52.6,71.3,199.2,108.6,USAPL
Lifter 5940,F,SBD,Raw,24.0,66.4,77.3,40.2,82.0,199.5,102.9,USAPL
Lifter 5941,M,SBD,Raw,30.0,60.1,138.7,80.7,136.7,356.1,198.0,WRPF
Lifter 5942,M,SBD,Wraps,,85.6,117.7,81.6,156.6,355.9,151.8,USAPL
Lifter 5943,F,SBD,Single-ply,45.0,70.5,81.6,36.9,92.5,211.0,104.1,IPF
Lifter 5944,M,SBD,Wraps,,95.8,74.2,43.0,57.5,174.7,68.5,WRPF
Lifter 5945,M,SBD,Raw,34.0,93.4,197.1,140.0,206.2,543.3,217.0,USAPL
Lifter 5946,M,SBD,Raw,43.0,80.8,116.8,53.4,124.6,294.8,131.3,IPF
Lifter 5947,F,SBD,Raw,35.0,76.4,108.5,64.3,94.7,267.5,124.2,WRPF
Lifter 5948,M,SBD,Raw,29.0,149.2,229.0,120.0,232.3,581.3,163.4,IPF
Lifter 5949,M,SBD,Raw,31.0,103.3,167.9,132.6,164.3,464.8,172.1,IPF
Lifter 5950,M,SBD,Single-ply,54.0,61.0,121.5,76.9,135.8,334.2,183.7,IPF
Lifter 5951,M,SBD,Raw,32.0,122.4,193.4,173.1,227.0,593.5,193.5,USPA
Lifter 5952,M,SBD,Raw,57.0,125.1,131.5,113.1,137.7,382.3,122.6,IPF
Lifter 5953,M,SBD,Single-ply,37.0,108.6,153.3,133.4,251.5,538.2,192.0,IPF
Lifter 5954,M,SBD,Multi-ply,38.0,117.9,178.2,145.5,218.0,541.7,181.7,USPA
Lifter 5955,M,SBD,Raw,,138.7,209.0,102.9,248.7,560.6,166.4,IPF
Lifter 5956,M,SBD,Raw,39.0,97.7,193.2,82.0,179.6,454.8,175.6,WRPF
Lifter 5957,M,SBD,Raw,19.0,113.2,134.8,149.9,204.1,488.8,169.0,USPA
Lifter 5958,F,SBD,Raw,30.0,92.4,116.8,67.5,118.1,302.4,121.8,IPF
Lifter 5959,M,SBD,Single-ply,38.0,76.6,175.0,90.0,119.7,384.7,178.3,WRPF
Lifter 5960,M,SBD,Raw,39.0,122.1,191.7,83.5,152.2,427.4,139.6,USAPL
Lifter 5961,M,SBD,Raw,39.0,96.0,154.9,103.3,181.1,439.3,171.9,IPF
Lifter 5962,M,SBD,Raw,36.0,111.4,135.6,145.5,224.7,505.8,177.0,USAPL
Lifter 5963,M,SBD,Wraps,38.0,110.4,204.6,101.3,226.8,532.7,187.7,IPF
Lifter 5964,F,SBD,Raw,52.0,72.3,65.5,32.4,79.2,177.1,85.7,USAPL
Lifter 5965,M,SBD,Raw,33.0,119.3,172.8,124.8,234.2,531.8,176.8,IPF
Lifter 5966,F,SBD,Wraps,36.0,75.4,61.1,56.9,84.5,202.5,95.0,USAPL
Lifter 5967,M,SBD,Raw,47.0,97.6,134.9,56.9,171.1,362.9,140.2,USPA
Lifter 5968,M,SBD,Raw,47.0,108.7,158.3,99.1,158.9,416.3,148.4,USAPL
Lifter 5969,F,SBD,Single-ply,27.0,82.8,111.0,72.5,57.8,241.3,105.5,USAPL
Lifter 5970,M,SBD,Raw,22.0,80.7,164.1,87.2,102.9,354.2,157.9,USAPL
Lifter 5971,M,SBD,Raw,44.0,66.4,119.2,81.3,151.3,351.8,181.5,WRPF
Lifter 5972,M,SBD,Raw,41.0,75.5,123.7,91.4,171.4,386.5,181.1,USPA
Lifter 5973,F,SBD,Raw,37.0,75.0,80.4,48.4,85.2,214.0,100.8,USAPL
Lifter 5974,F,SBD,Multi-ply,46.0,51.3,56.6,36.9,61.9,155.4,97.3,USAPL
Lifter 5975,M,SBD,Raw,34.0,88.1,133.6,107.0,177.4,418.0,174.4,USPA
Lifter 5976,F,SBD,Wraps,40.0,44.8,51.7,27.5,75.4,154.6,107.1,IPF
Lifter 5977,M,SBD,Raw,32.0,85.8,153.4,89.0,144.6,387.0,164.7,WRPF
Lifter 5978,M,SBD,Raw,30.0,70.2,157.3,84.5,137.8,379.6,187.8,USPA
Lifter 5979,F,SBD,Raw,34.0,62.4,79.4,47.9,81.2,208.5,112.7,USAPL
Lifter 5980,M,SBD,Raw,25.0,69.9,99.2,71.8,140.3,311.3,154.5,USPA
Lifter 5981,m,SBD,Single-ply,,94.5,158.9,120.9,209.0,488.8,193.5,USAPL
Lifter 5982,F,SBD,Raw,36.0,52.5,55.5,29.4,76.8,161.7,99.5,USAPL
Lifter 5983,M,SBD,Single-ply,41.0,91.3,165.1,55.5,138.5,359.1,145.9,IPF
Lifter 5984,F,SBD,Wraps,50.0,94.9,106.7,50.3,115.6,272.6,107.6,USAPL
Lifter 5985,M,SBD,Raw,36.0,70.6,152.2,78.7,133.4,364.3,179.5,IPF
Lifter 5986,M,SBD,Raw,30.0,65.4,116.3,106.6,124.3,347.2,181.2,USPA
Lifter 5987,M,SBD,Raw,27.0,46.0,127.4,39.6,98.1,265.1,180.1,USPA
Lifter 5988,F,SBD,Single-ply,49.0,61.1,67.4,45.4,79.4,192.2,105.5,IPF
Lifter 5989,M,SBD,Raw,38.0,52.6,67.8,80.8,103.7,252.3,155.0,IPF
Lifter 5990,M,SBD,Raw,35.0,123.8,173.3,136.1,180.9,490.3,158.5,IPF
Lifter 5991,F,SBD,Wraps,38.0,92.2,103.0,69.9,119.2,292.1,117.8,IPF
Lifter 5992,F,SBD,Wraps,46.0,85.3,68.9,49.5,76.6,195.0,83.4,USAPL
Lifter 5993,F,SBD,Raw,55.0,78.9,73.1,39.7,80.2,193.0,87.5,USPA
Lifter 5994,M,SBD,Single-ply,26.0,54.9,90.8,83.1,181.8,355.7,211.6,USAPL
Lifter 5995,M,SBD,Raw,34.0,100.0,128.8,118.2,199.7,446.7,169.5,USAPL
Lifter 5996,M,SBD,Raw,45.0,91.7,137.5,83.4,181.9,402.8,163.1,IPF
Lifter 5997,F,SBD,Raw,26.0,81.6,84.8,66.7,94.9,246.4,108.9,USAPL
Lifter 5998,F,SBD,Raw,61.0,82.6,70.0,38.3,69.7,178.0,78.0,USAPL
Lifter 5999,F,SBD,Wraps,34.0,53.4,82.3,47.8,94.5,224.6,136.4,USAPL
Lifter 6000,M,SBD,Raw,64.0,87.6,61.9,63.5,84.4,209.8,87.9,IPF
Lifter 6001,M,SBD,Raw,25.0,95.0,147.5,86.2,190.7,424.4,167.4,USAPL
Lifter 6002,M,SBD,Wraps,48.0,137.6,154.8,130.9,201.0,486.7,145.4,IPF
Lifter 6003,M,SBD,Raw,31.0,107.7,212.5,120.9,155.0,488.4,175.3,USAPL
Lifter 6004,M,SBD,Raw,37.0,95.0,205.6,100.7,186.6,492.9,194.4,USPA
Lifter 6005,M,SBD,Raw,43.0,71.7,122.2,58.8,152.5,333.5,162.4,IPF
Lifter 6006,M,SBD,Raw,47.0,117.6,174.8,147.5,204.0,526.3,176.9,USAPL
Lifter 6007,F,SBD,Raw,,48.2,73.4,41.3,58.7,173.4,113.7,IPF
Lifter 6008,F,SBD,Raw,36.0,51.3,88.6,50.6,82.8,222.0,139.0,USAPL
Lifter 6009,F,SBD,Raw,38.0,98.4,100.8,74.3,128.1,303.2,116.5,IPF
Lifter 6010,F,SBD,Raw,76.0,55.6,35.3,20.0,38.0,93.3,55.0,USAPL
Lifter 6011,F,SBD,Raw,,60.2,67.9,46.2,74.3,188.4,104.6,WRPF
Lifter 6012,M,SBD,Raw,28.0,120.4,235.1,153.2,157.0,545.3,180.0,USAPL
Lifter 6013,m,SBD,Raw,38.0,69.4,111.1,68.0,133.4,312.5,156.0,USAPL
Lifter 6014,M,SBD,Raw,42.0,73.1,147.9,97.5,137.3,382.7,183.7,USAPL
Lifter 6015,M,SBD,Raw,21.0,61.4,122.6,67.8,110.8,301.2,164.8,USAPL
Lifter 6016,M,SBD,Raw,51.0,72.0,94.9,76.0,132.5,303.4,147.3,USPA
Lifter 6017,f,SBD,Raw,29.0,46.0,71.8,29.8,64.4,166.0,112.8,USAPL
Lifter 6018,F,SBD,Raw,31.0,79.8,90.7,61.8,99.5,252.0,113.3,USPA
Lifter 6019,F,SBD,Raw,27.0,65.9,97.0,55.7,98.6,251.3,130.4,USAPL
Lifter 6020,F,SBD,Raw,,66.5,61.9,34.0,81.0,176.9,91.2,USAPL
Lifter 6021,F,SBD,Raw,44.0,78.3,87.4,,76.5,,99.7,USAPL
Lifter 6022,M,SBD,Raw,49.0,96.6,102.2,113.7,162.1,378.0,147.2,WRPF
Lifter 6023,F,SBD,Wraps,,70.4,66.7,41.6,75.2,183.5,90.6,USPA
Lifter 6024,F,SBD,Raw,39.0,68.8,69.5,,60.0,,94.0,IPF
Lifter 6025,F,SBD,Raw,,61.4,73.9,47.6,84.4,205.9,112.6,USAPL
Lifter 6026,M,SBD,Raw,,71.4,146.8,90.1,104.6,341.5,166.8,WRPF
Lifter 6027,M,SBD,Raw,31.0,128.7,188.0,139.4,215.8,543.2,170.6,IPF
Lifter 6028,F,SBD,Raw,43.0,76.9,57.5,53.7,107.0,218.2,100.8,USAPL
Lifter 6029,M,SBD,Raw,52.0,112.9,141.8,86.8,157.1,385.7,133.6,USAPL
Lifter 6030,M,SBD,Raw,30.0,97.7,150.4,126.0,203.4,479.8,185.3,WRPF
Lifter 6031,M,SBD,Raw,40.0,100.0,161.2,129.4,181.9,472.5,179.3,USAPL
Lifter 6032,M,SBD,Raw,36.0,116.0,209.7,166.6,242.7,619.0,210.1,WRPF
Lifter 6033,M,SBD,Raw,37.0,77.1,143.1,103.9,162.6,409.6,188.9,USPA
Lifter 6034,F,SBD,Raw,48.0,75.0,65.2,43.8,79.9,188.9,88.9,WRPF
Lifter 6035,F,SBD,Wraps,42.0,78.9,82.9,,105.5,,119.8,IPF
Lifter 6036,F,SBD,Raw,,76.3,62.6,80.6,117.2,260.4,121.0,IPF
Lifter 6037,M,SBD,Raw,36.0,90.1,141.1,,143.3,,147.2,WRPF
Lifter 6038,M,SBD,Raw,38.0,91.1,210.1,91.6,146.2,447.9,182.3,WRPF
Lifter 6039,M,SBD,Raw,37.0,44.0,109.9,49.3,105.1,264.3,185.6,IPF
Lifter 6040,M,SBD,Wraps,38.0,72.4,125.0,96.3,161.7,383.0,185.2,IPF
Lifter 6041,M,SBD,Raw,46.0,101.7,162.4,103.0,213.5,478.9,179.4,USAPL
Lifter 6042,F,SBD,Raw,27.0,76.0,96.7,55.2,87.5,239.4,111.6,IPF
Lifter 6043,F,SBD,Multi-ply,42.0,55.0,61.9,40.7,69.8,172.4,102.4,USAPL
Lifter 6044,M,SBD,Raw,44.0,117.7,145.3,79.7,218.3,443.3,148.9,IPF
Lifter 6045,M,SBD,Raw,63.0,74.1,62.8,47.4,80.1,190.3,90.4,WRPF
Lifter 6046,M,SBD,Wraps,36.0,77.2,141.8,132.1,208.6,482.5,222.3,USAPL
Lifter 6047,M,SBD,Single-ply,42.0,60.5,128.5,105.8,156.5,390.8,216.2,IPF
Lifter 6048,M,SBD,Raw,48.0,102.2,146.7,,150.1,,157.4,IPF
Lifter 6049,M,SBD,Single-ply,42.0,81.1,136.9,55.3,141.8,334.0,148.3,IPF
Lifter 6050,M,SBD,Raw,23.0,115.3,140.9,124.6,154.0,419.5,143.1,USPA
Lifter 6051,M,SBD,Raw,23.0,112.7,180.2,167.9,230.4,578.5,200.7,WRPF
Lifter 6052,F,SBD,Multi-ply,35.0,54.9,63.1,,118.4,,136.6,WRPF
Lifter 6053,M,SBD,Raw,37.0,83.2,114.0,96.9,166.1,377.0,164.2,USAPL
Lifter 6054,M,SBD,Wraps,41.0,113.8,143.6,120.1,223.2,486.9,167.7,USPA
Lifter 6055,M,SBD,Raw,27.0,92.0,131.7,109.1,156.8,397.6,160.6,WRPF
Lifter 6056,M,SBD,Raw,44.0,96.8,119.5,102.3,147.9,369.7,143.8,IPF
Lifter 6057,M,SBD,Raw,27.0,53.3,114.9,89.4,123.2,327.5,199.2,USAPL
Lifter 6058,F,SBD,Raw,42.0,45.6,53.2,34.9,66.8,154.9,105.9,IPF
Lifter 6059,F,SBD,Single-ply,29.0,64.1,94.1,57.7,99.3,251.1,133.0,USAPL
Lifter 6060,M,SBD,Raw,,89.7,147.5,75.5,148.2,371.2,152.8,USAPL
Lifter 6061,M,SBD,Wraps,43.0,80.3,131.0,81.8,149.7,362.5,162.2,USPA
Lifter 6062,M,SBD,Raw,48.0,61.1,124.9,70.3,93.1,288.3,158.3,USPA
Lifter 6063,m,SBD,Single-ply,30.0,90.8,141.7,126.2,154.3,422.2,172.2,WRPF
Lifter 6064,M,SBD,Raw,41.0,48.6,92.1,68.0,98.3,258.4,168.5,USAPL
Lifter 6065,F,SBD,Raw,39.0,63.4,60.0,49.7,66.5,176.2,94.1,USPA
Lifter 6066,M,SBD,Raw,30.0,80.6,150.4,80.5,166.6,397.5,177.3,USPA
Lifter 6067,M,SBD,Raw,26.0,118.2,163.5,121.7,236.8,522.0,174.7,USAPL
Lifter 6068,M,SBD,Single-ply,44.0,129.4,245.6,139.8,218.2,603.6,188.8,USAPL
Lifter 6069,M,SBD,Raw,60.0,61.5,62.4,54.4,87.8,204.6,111.8,WRPF
Lifter 6070,F,SBD,Raw,34.0,61.8,73.9,56.3,86.8,217.0,118.1,USAPL
Lifter 6071,M,SBD,Single-ply,23.0,78.6,140.2,98.0,117.8,356.0,161.8,IPF
Lifter 6072,M,SBD,Raw,21.0,82.4,149.2,90.3,123.2,362.7,159.1,IPF
Lifter 6073,M,SBD,Raw,38.0,82.1,163.9,109.4,204.3,477.6,210.1,IPF
Lifter 6074,F,SBD,Raw,25.0,55.2,76.0,46.8,73.3,196.1,116.2,USAPL
Lifter 6075,M,SBD,Raw,24.0,89.6,166.1,94.5,128.5,389.1,160.3,USAPL
Lifter 6076,M,SBD,Raw,30.0,100.4,131.2,97.3,194.4,422.9,160.0,USAPL
Lifter 6077,M,SBD,Raw,44.0,58.5,67.4,84.1,125.8,277.3,157.3,USAPL
Lifter 6078,M,SBD,Single-ply,43.0,69.0,115.4,100.2,175.5,391.1,196.0,USAPL
Lifter 6079,F,SBD,Raw,45.0,58.1,70.0,40.7,75.5,186.2,106.2,USAPL
Lifter 6080,M,SBD,Raw,32.0,92.0,143.6,,191.1,,176.4,USAPL
Lifter 6081,M,SBD,Wraps,33.0,105.4,169.1,128.8,163.6,461.5,168.4,IPF
Lifter 6082,M,SBD,Raw,49.0,80.2,148.9,62.5,122.3,333.7,149.4,IPF
Lifter 6083,M,SBD,Raw,34.0,120.0,195.5,164.9,238.6,599.0,198.3,WRPF
Lifter 6084,M,SBD,Wraps,26.0,86.4,134.0,82.7,178.7,395.4,167.4,USAPL
Lifter 6085,F,SBD,Single-ply,30.0,44.7,66.9,55.6,70.1,192.6,133.7,USPA
Lifter 6086,M,SBD,Single-ply,45.0,109.2,172.9,112.9,235.9,521.7,185.3,IPF
Lifter 6087,M,SBD,Raw,41.0,106.1,203.8,125.4,178.2,507.4,184.2,USPA
Lifter 6088,M,SBD,Raw,35.0,56.0,87.6,72.5,139.5,299.6,175.6,USAPL
Lifter 6089,F,SBD,Raw,24.0,57.9,87.0,39.0,90.5,216.5,123.8,USPA
Lifter 6090,M,SBD,Raw,41.0,81.0,151.1,91.8,148.8,391.7,174.1,USAPL
Lifter 6091,M,SBD,Raw,,87.6,127.6,113.4,163.2,404.2,169.4,USAPL
Lifter 6092,M,SBD,Multi-ply,26.0,74.3,158.6,129.0,204.0,491.6,233.1,WRPF
Lifter 6093,M,SBD,Raw,45.0,83.3,153.9,97.1,98.8,349.8,152.2,IPF
Lifter 6094,F,SBD,Raw,34.0,61.9,64.0,46.2,76.0,186.2,101.2,WRPF
Lifter 6095,M,SBD,Single-ply,38.0,97.7,150.5,102.1,205.4,458.0,176.9,USAPL
Lifter 6096,M,SBD,Wraps,51.0,79.1,134.7,65.3,141.2,341.2,154.4,IPF
Lifter 6097,M,SBD,Single-ply,40.0,85.5,120.4,92.4,139.0,351.8,150.1,USAPL
